ID,FAMILY,SEX,LSB,LSW,COHORT,area1,area6,area2,area3,area4,area5,area7,A1,A2,A3,A4,A5
896,78,M,7,10,1,0.5109664127,0.9012226706,5.4475629363,4.7728293772,11.5059223025,9.6014863742,0.9012226706,-1,-1,0,0,-1
900,78,M,7,10,1,0.6110831982,1.2085827839,6.20020028010904,4.74738658075365,11.6249395582672,9.6473601945917,1.2848686915756,0,-1,-1,1,-1
902,78,F,7,7,1,0.4684525618,0.7518068529,5.62000343620904,4.04826685785365,10.3683063354672,9.0769672216917,0.828092760575603,-1,-1,-1,1,0
903,78,M,7,7,1,0.5296463191,0.9330220266,5.5850420037,4.4443997447,11.3640013781,9.2933601896,0.9330220266,-1,-1,0,0,0
905,78,M,7,7,1,0.550899059,1.0036179989,5.67189624860904,4.73115995105365,11.0532371081672,9.3963979547917,1.0799039065756,-1,0,0,1,-1
908,87,F,10,10,1,0.5801331351,1.2389030136,5.81899329050904,5.00498713105365,12.1606320084672,10.4414314847917,1.3151889212756,-1,0,-1,1,1
909,85,M,6,10,1,0.4629404082,1.2300053356,5.714273653,5.2794539755,12.098220699,10.0139893524,1.2300053356,1,0,0,0,0
910,87,M,10,10,1,0.6899881385,1.0509319042,5.60852320840904,4.97098037935365,12.1585853607672,9.8724279801917,1.1272178118756,0,1,-1,1,0
911,85,F,6,10,1,0.6286051711,1.1494044353,4.9313904723,4.5944319255,11.0345673463,9.4580710863,1.1494044353,0,0,-1,0,0
912,87,F,10,10,1,0.660002221,1.0232593692,4.75893810280904,4.80850625845365,12.2164603074672,9.6993531242917,1.0995452768756,0,0,0,1,1
913,87,F,10,10,1,0.6179384858,1.1712432161,5.84274647190904,5.31687459475365,12.9547384301672,10.7973418733917,1.2475291237756,0,1,-1,1,0
914,87,F,10,10,1,0.5299107581,1.4506343701,6.14808283140904,5.58871350605365,13.9934136623672,11.3238736515917,1.5269202777756,-1,0,0,1,0
915,87,F,10,10,1,0.6329263268,1.0444985613,4.92378027770904,5.23014817515365,12.4241184901672,10.4587077919917,1.1207844689756,0,0,0,1,0
916,87,M,10,10,1,0.5747303204,1.0648234735,5.88313981140904,4.85913247475365,11.7157836889672,9.2833196433917,1.1411093811756,0,0,0,1,1
917,85,M,6,10,1,0.7779210929,1.2484129079,5.4524288467,4.7378467563,11.8987297094,10.1491804962,1.2484129079,0,0,0,0,-1
918,85,M,6,6,1,0.5955395787,1.0867659476,6.17271873070904,4.71276720025365,10.7506646234672,8.7977350242917,1.1630518552756,0,0,-1,1,0
919,87,M,10,6,1,0.807374941,1.1883949399,5.48776877170904,4.74518914565365,12.3990671862672,10.3041697982917,1.2646808475756,0,0,-1,1,1
920,87,F,10,6,1,0.5195820165,0.9079719871,4.93427590860904,4.37875331185365,10.7985221121672,9.2441550129917,0.984257894775603,-1,0,0,1,1
921,87,M,10,6,1,0.6657858492,0.8656117767,5.38011029700904,4.57343866805365,11.5222151855672,9.9485372110917,0.941897684375603,-1,1,-1,1,0
922,85,M,6,6,1,0.5480212358,1.0448546313,5.60807164339096,5.00862097664635,11.9235222234328,9.4868680736083,0.968568723624397,1,1,0,-1,-1
923,85,F,6,6,1,0.6893058133,1.3053116391,5.44943760939096,4.78870361214635,12.2674607993328,10.9315017535083,1.2290257314244,0,-1,-1,-1,0
924,81,M,5,5,1,0.8892701796,1.1664947754,5.7779749948,5.202158186,11.1300266239,10.0384579766,1.1664947754,-1,0,-1,0,0
925,81,F,5,5,1,0.668430665,1.2768884689,5.8141737239,4.4690208488,11.3763538158,9.6898326105,1.2768884689,0,0,-1,0,-1
926,81,F,5,5,1,0.6615776112,1.0854662533,5.75030815149096,4.98244990994635,11.3560868509328,9.4906032150083,1.0091803456244,-1,0,1,-1,0
927,81,M,5,5,1,0.7789772245,1.113690879,6.0959820938,4.9947471018,11.8031720715,10.399469436,1.113690879,-1,0,1,0,-1
928,81,M,5,5,1,0.6968034889,1.0699193312,5.73641975460904,4.65042427675365,12.1353553896672,10.2891547062917,1.1462052388756,0,0,0,1,0
929,66,M,8,8,1,0.5431606551,1.0846566643,5.0152903631,4.8287318412,11.2685583478,9.6410633618,1.0846566643,0,0,-1,0,0
930,66,F,8,8,1,0.6948197669,1.085415794,4.3588086263,4.8639116576,11.9512757696,10.3724243349,1.085415794,0,1,-1,0,0
931,82,F,11,8,1,0.6311064899,0.9847035635,4.86298363590904,4.77930468965365,11.4154209841672,9.5833022559917,1.0609894711756,-1,0,0,1,-1
932,82,M,11,8,1,0.5814999151,0.9460616524,5.30071840420904,4.78686382665365,11.1822052820672,9.7254626666917,1.0223475600756,-1,0,1,1,0
933,66,M,8,8,1,0.7091053614,1.0830717812,5.0127580127,4.668920726,11.5271084209,9.8750279529,1.0830717812,0,1,-1,0,0
934,66,F,8,8,1,0.825428784,1.1206626955,4.5290051946,5.3746788732,12.5995550743,10.3305733824,1.1206626955,0,0,-1,0,0
935,66,F,8,10,1,0.661242827,0.9469601389,4.6609371871,4.5678222644,10.7700915132,9.3252168178,0.9469601389,0,1,-1,0,0
936,66,M,8,8,1,0.7067066365,1.0342406654,5.1870924331,4.3488430608,11.1086803383,9.9532061752,1.0342406654,0,1,-1,0,0
937,82,M,11,8,1,0.6590600463,0.9477954913,5.41962989160904,4.56771637895365,10.3771877729672,9.2286130635917,1.0240813989756,0,0,-1,1,0
939,82,M,11,10,1,0.4617062862,1.1003764651,5.58651640160904,5.09589626075365,11.6889877315672,9.9964485588917,1.1766623727756,0,0,0,1,-1
940,82,F,11,10,1,0.50301425,1.0444022623,5.18956876430904,5.32819907685364,11.1925194061672,9.9546471781917,1.1206881699756,0,0,-1,1,0
941,82,M,11,10,1,0.6543197688,0.9900839575,5.45343780550904,5.18563379675365,11.6095727606672,9.8400326006917,1.0663698651756,0,1,0,1,-1
942,82,F,11,10,1,0.6949297281,1.0768832856,5.14377229940904,4.79058863855365,11.7205213725672,9.9556715893917,1.1531691932756,0,1,-1,1,-1
943,82,M,11,10,1,0.7053681708,0.8727972686,5.37626064880904,4.80240167555365,11.0657151795672,9.4277856292917,0.949083176275603,0,1,1,1,-1
944,66,M,8,10,1,0.7561127322,1.1099169981,4.844990547,5.1596005158,11.860775583,10.0142985307,1.1099169981,0,1,-1,0,0
945,82,F,11,10,1,0.7016201293,0.8991031547,5.18365590880904,4.71826399475365,11.0519206504672,9.1466987296917,0.975389062375603,-1,0,0,1,0
946,82,F,11,10,1,0.6318064064,1.1386948184,5.38268027140904,5.38660672375365,12.3222908148672,10.3621369971917,1.2149807260756,-1,1,0,1,0
948,80,F,4,4,1,0.5744324012,1.0459215013,4.54799726810904,5.13093553395365,11.7781879546672,9.6727450766917,1.1222074089756,-1,1,0,1,1
949,80,F,4,4,1,0.5970848888,0.8530560239,4.2136406945,4.4065773183,11.5506291569,9.3327510657,0.8530560239,-1,-1,0,0,0
950,63,F,5,4,1,0.8624955858,1.2236819526,4.74593017299096,4.84102389174635,11.8534840398328,10.6831165912083,1.1473960449244,-1,1,1,-1,-1
951,63,M,5,4,1,0.6341673703,1.1629522581,5.30893156579096,5.13790950174635,11.1913695906328,10.4487607059083,1.0866663504244,-1,1,1,-1,-1
952,63,M,5,5,1,0.6033216305,1.0938294543,5.0694900939,4.8202003813,10.8934278408,9.885239728,1.0938294543,-1,0,1,0,-1
953,63,F,5,5,1,0.8216919143,1.0131325078,4.8513350454,4.6683621962,11.7942219958,10.8459310756,1.0131325078,-1,0,1,0,-1
954,63,F,5,5,1,0.6214616734,1.0961432526,4.8281210266,4.6381868384,11.3861639498,9.9070767878,1.0961432526,-1,1,1,0,-1
955,80,M,4,5,1,0.4322753827,1.1016416091,5.2968298702,4.4031179543,11.5002460727,9.7394178496,1.1016416091,-1,-1,0,0,0
956,80,M,4,5,1,0.472396451,1.0935441196,4.43247190210904,4.57129950885365,11.5938647057672,9.4460293249917,1.1698300272756,-1,0,0,1,1
957,70,M,9,10,1,0.7569928016,1.0497270149,5.7597919276,4.4661380308,10.1879428615,9.4037941971,1.0497270149,-1,-1,0,0,0
958,70,F,9,10,1,0.7618621697,1.0910945695,5.50334272750904,4.84885403795365,11.9362802351672,9.3823895058917,1.1673804771756,-1,0,0,1,1
959,70,F,9,10,1,0.7940275746,1.0698022579,4.9968584383,4.5556182275,10.763683604,9.3727061772,1.0698022579,-1,-1,0,0,1
960,66,F,8,10,1,0.8081883636,1.1380105456,5.8499832427,4.8282854659,12.0792498284,10.7508319275,1.1380105456,0,1,-1,0,0
961,70,F,9,10,1,0.5685417451,1.084865087,4.7778211557,4.5771686242,10.6905997352,9.2482348687,1.084865087,-1,-1,0,0,-1
962,89,M,10,10,1,0.5928235096,1.0718204215,5.6555509796,5.2048511459,11.6745603277,10.1657567367,1.0718204215,-1,0,1,0,-1
963,89,F,10,10,1,0.5939739186,0.9041156345,4.90185243930904,4.34660091465365,10.7216253820672,8.9665934007917,0.980401542175603,0,-1,1,1,0
964,89,F,10,10,1,0.4996124541,0.9623610118,4.7461322506,4.5615765384,10.7096735631,8.5889579973,0.9623610118,-1,-1,1,0,0
965,89,M,10,10,1,0.5160637185,1.0066936426,5.8586608926,4.806342989,10.6350107618,8.937070531,1.0066936426,-1,0,1,0,-1
966,89,F,10,10,1,0.4201561481,1.1522176254,5.28323786130904,5.24318548655364,11.9858025334672,9.9021834908917,1.2285035330756,-1,-1,1,1,0
967,89,F,10,10,1,0.6416277875,1.1472961893,5.08659461510904,4.76639866355365,10.2415090827672,9.7921051987917,1.2235820969756,0,-1,1,1,0
968,70,M,9,9,1,0.5859174261,0.9467557608,5.75445173520904,4.78382989965365,10.5591181424672,8.8200547627917,1.0230416684756,-1,0,0,1,1
969,89,M,10,9,1,0.5150110749,0.8877531224,5.65988517840904,4.79896929305364,10.9175607472672,9.4384178639917,0.964039030075603,-1,0,1,1,0
970,70,M,9,9,1,0.6208643531,0.9862694987,5.6155185994,4.0956352346,9.7213486877,9.0552991663,0.9862694987,-1,0,0,0,1
971,70,M,9,9,1,0.5337933638,0.9438390479,4.85915816060904,4.79452685865365,10.1127119262672,9.2715910242917,1.0201249555756,-1,-1,0,1,1
972,70,F,9,9,1,0.4760496893,0.8624172719,4.9683826999,4.4429683397,9.550694558,8.9228912095,0.8624172719,-1,0,0,0,0
973,89,F,10,9,1,0.5380222637,1.0687514283,4.73323108650904,4.67188869315365,11.6405888577672,9.0325884741917,1.1450373359756,0,0,1,1,0
974,89,M,10,9,1,0.5844249063,1.1055844273,5.5026851313,5.2993243819,11.534388031,9.5229543161,1.1055844273,-1,0,1,0,0
975,70,M,9,9,1,0.4884578055,0.8475902334,5.35325528340904,4.49647225715365,10.3095550461672,9.2382914031917,0.923876141075603,-1,-1,0,1,1
976,89,M,10,9,1,0.6038673978,1.0332372444,5.24572681390904,5.10564064465365,11.3075026636672,9.3502403208917,1.1095231520756,-1,-1,1,1,0
977,44,M,9,9,1,0.6169625626,0.8782651431,5.87755003089096,4.78959858104635,11.0350003666328,9.4992808202083,0.801979235424397,0,-1,0,-1,-1
978,91,M,9,9,1,0.780035395,1.0919456779,5.2539877086,5.084498499,11.8394251744,9.9352746908,1.0919456779,1,0,-1,0,0
979,44,M,9,9,1,0.7324583561,0.8632653502,5.77089071879096,5.20700224414635,11.1245752965328,10.0214671906083,0.786979442524397,-1,1,1,-1,-1
980,91,M,9,9,1,0.5134426297,1.2368104725,6.30364829140904,5.26402283195365,12.4851335745672,9.8833036294917,1.3130963801756,1,-1,-1,1,0
981,44,M,9,9,1,0.5899308766,0.9105084932,5.66850992649096,4.51285084314635,10.2615222172328,9.3923538397083,0.834222585524397,-1,0,-1,-1,-1
982,44,M,9,9,1,0.6196848177,0.903112717,5.7667413592,4.5487908182,10.3822536987,8.7571394277,0.903112717,-1,1,0,0,-1
983,91,M,9,9,1,0.5953084441,0.9838271199,5.51700290580904,5.17208810585365,11.8147524903672,9.6711102567917,1.0601130275756,1,-1,-1,1,1
984,44,F,9,9,1,0.682600597,0.9512390945,4.86983725609096,4.30454577834635,11.1222714266328,9.2567501821083,0.874953186824397,-1,-1,-1,-1,-1
985,91,M,9,9,1,0.7295492933,1.0373310817,4.9849378161,4.9976057745,11.9123812792,9.5482507197,1.0373310817,1,-1,-1,0,1
986,44,F,9,9,1,0.8012948495,0.9268416208,5.4458433993,5.2647648195,11.5948822354,9.2117746976,0.9268416208,0,-1,1,0,-1
987,44,F,9,9,1,0.6690057379,1.0300415204,6.38546338959096,5.40495577284636,11.7741848348328,9.5293252851083,0.953755612724397,0,0,0,-1,-1
988,91,F,9,9,1,0.6708444815,1.0315337014,5.69833693680904,5.21351922105365,11.8849194506672,10.1826688521917,1.1078196090756,1,0,-1,1,0
989,91,M,9,9,1,0.7606381846,1.0550409613,5.84700166800904,4.97432271815364,11.0861885362672,9.3123013915917,1.1313268689756,1,-1,-1,1,1
990,44,F,9,9,1,0.594258463,0.7779144431,5.07920984039096,4.04305810274635,10.5677417034328,8.6531660121083,0.701628535424397,-1,0,1,-1,-1
991,91,M,9,9,1,0.5891657675,0.9448603093,5.2247877804,4.8196472518,11.811409025,9.7010281259,0.9448603093,1,0,-1,0,0
992,44,M,9,9,1,0.7731453089,0.7906814521,6.0382720577,4.6602486002,10.6749013182,9.0061986411,0.7906814521,0,0,-1,0,-1
993,91,F,9,9,1,0.439681094,0.9008739139,4.36676621700904,4.87053315365365,11.4800982360672,9.3477578926917,0.977159821575603,0,0,-1,1,0
994,91,F,9,9,1,0.6650638737,0.8948259053,4.80593855210904,4.63046018455365,11.6403955916672,9.2355231829917,0.971111812975603,0,-1,-1,1,1
995,68,M,11,13,1,0.4755461889,0.8290803272,5.0541144406,4.274698323,9.4992209976,8.8875610359,0.8290803272,-1,-1,-1,0,0
996,68,F,11,13,1,0.4997766503,0.8670184979,5.0003213259,4.5760144748,9.6679835461,8.8972420621,0.8670184979,1,-1,-1,0,0
997,68,F,11,13,1,0.3766299684,0.9393778335,3.9427635332,4.5260740122,9.8482417013,8.3319734512,0.9393778335,-1,-1,-1,0,0
998,68,M,11,13,1,0.4769946608,0.8386575176,5.3498621518,4.290060924,9.7575632172,8.6599101846,0.8386575176,0,-1,-1,0,1
999,68,M,11,13,1,0.5636217901,0.9439253009,5.6338733202,4.1144743291,10.6041196776,9.168647464,0.9439253009,-1,-1,-1,0,0
1000,56,M,13,13,1,0.6422475457,1.0613571956,5.46935995859096,4.93195627114635,11.0995359178328,9.6121553887083,0.985071287924397,0,0,-1,-1,-1
1001,56,F,13,13,1,0.4809487866,1.0876350628,4.87577139369096,4.81245946114635,12.1803497226328,9.6101908794083,1.0113491551244,0,1,0,-1,-1
1002,56,F,13,13,1,0.6413801998,0.9918367475,4.8134108402,4.7974344376,11.8953157054,9.9928230248,0.9918367475,1,0,1,0,-1
1003,56,M,13,13,1,0.5144938346,1.0745624126,4.8364197797,4.7514725637,11.3314921224,8.9097815783,1.0745624126,-1,0,0,0,0
1004,56,F,13,13,1,0.5088534201,0.9820498314,4.7381913563,4.2583507171,11.1682474283,8.7976244286,0.9820498314,-1,1,-1,0,1
1005,56,F,13,13,1,0.6148051557,0.8913286354,4.1741726341,4.6636734482,11.013948416,9.462880221,0.8913286354,0,1,0,0,-1
1006,56,F,13,13,1,0.4609005023,1.0216521398,4.3851131646,4.3298600848,11.6012227551,9.4952125184,1.0216521398,0,1,0,0,0
1007,56,F,13,13,1,0.6804007838,1.1022276421,4.6779565432,4.4762833153,11.9372696418,9.7826855651,1.1022276421,0,1,1,0,0
1008,56,F,13,11,1,0.3809156706,0.895080786,4.40343421669096,4.35401481594635,11.3687459344328,9.1148526633083,0.818794878324397,1,1,0,-1,-1
1009,56,F,13,11,1,0.6812993944,1.1077971356,4.49054068009096,4.70508201654635,11.5869908473328,9.5489417889083,1.0315112279244,0,0,0,-1,0
1010,56,M,13,11,1,0.475495802,1.0355316533,5.91960202519096,4.86257482334636,11.6225213523328,10.1770509447083,0.959245745624397,-1,0,0,-1,0
1011,56,M,13,11,1,0.5871350769,0.9670571065,5.1070125911,4.1438090367,10.2760876598,9.2307941044,0.9670571065,1,0,-1,0,0
1012,56,F,13,11,1,0.575623306,0.9687398445,4.45777841459096,4.23629376374635,11.1492620559328,8.9181497042083,0.892453936824397,0,1,-1,-1,0
1013,68,F,11,11,1,0.5167012546,0.8290470903,5.0991141003,3.8734735612,9.6604531315,8.6679696522,0.8290470903,1,-1,-1,0,-1
1014,68,M,11,11,1,0.4152047059,0.7144392887,5.1114053674,4.0377217938,9.8861607841,8.7718530666,0.7144392887,1,-1,-1,0,-1
1015,68,F,11,11,1,0.5159411328,0.7287141482,4.9416389452,4.2846717665,9.8652661232,8.8734632632,0.7287141482,0,-1,-1,0,0
1016,68,M,11,11,1,0.5160602076,0.8768824434,5.7429835642,4.3157459689,10.1404315174,9.2541401593,0.8768824434,0,-1,-1,0,0
1017,68,M,11,11,1,0.6195985405,0.7518272582,5.2203419708,4.3228422534,10.5983173498,9.2083941104,0.7518272582,0,-1,-1,0,1
1018,68,F,11,11,1,0.5442560616,0.8811757372,4.5742229745,4.480621543,10.5899302384,8.8187208996,0.8811757372,1,-1,-1,0,-1
1019,64,M,7,9,1,0.5644786738,0.88960277,4.62673065079096,4.11253967944635,9.14368354783281,8.3991295588083,0.813316862324397,0,1,0,-1,0
1020,64,M,7,9,1,0.6320462272,1.0280505485,4.75317051209096,3.84793252944635,9.47688704643281,8.7518400038083,0.951764640824397,0,1,-1,-1,0
1021,64,F,7,9,1,0.5112933018,1.0259823423,4.3217302503,4.1211460069,9.8959438316,8.9924726706,1.0259823423,0,1,-1,0,0
1022,84,M,9,9,1,0.645673224,0.9316368554,6.0333529331,4.8715591662,11.0696290926,9.4036682123,0.9316368554,0,-1,0,0,0
1023,84,F,9,9,1,0.613613474,1.0423365627,5.219734603,4.7490605595,11.7582041464,9.3270109161,1.0423365627,0,0,0,0,0
1024,84,M,9,9,1,0.6705103575,0.9218030194,6.27646613439096,4.81821855854635,10.8750854044328,9.5011919774083,0.845517111724397,0,0,0,-1,0
1025,84,M,9,9,1,0.6678459846,1.0082445231,6.2989805471,4.6435642314,10.2797707504,9.8209919267,1.0082445231,0,-1,0,0,0
1027,84,M,9,9,1,0.5050116236,1.0063224849,6.11277859050904,5.17529363465365,11.0634260227672,9.9772106019917,1.0826083925756,0,0,0,1,0
1028,64,M,7,7,1,0.4767267585,1.088865579,4.77288830109096,4.56686220384635,9.98528715893281,8.8115402678083,1.0125796713244,0,0,0,-1,1
1029,84,M,9,7,1,0.7186855939,1.0692782313,6.3767742396,5.2710240499,11.4449036875,10.1187225781,1.0692782313,0,0,0,0,0
1030,84,F,9,7,1,0.6353860235,0.9595859449,5.9741734437,5.2936375908,12.0551383933,10.3385702589,0.9595859449,0,1,0,0,0
1031,84,M,9,7,1,0.5708410351,1.0291901066,5.9831403343,4.9069114628,11.9786521686,9.8906022544,1.0291901066,0,0,0,0,0
1032,64,F,7,7,1,0.7105437413,1.1035496736,4.83814466979096,4.89286223484635,11.5871489049328,9.4165784852083,1.0272637659244,0,0,-1,-1,1
1033,64,M,7,7,1,0.7164742592,1.1574783742,5.35969156279096,4.94995629184635,11.0571568732328,10.0413527629083,1.0811924665244,0,0,0,-1,1
1034,64,M,7,7,1,0.6895944029,1.0179232646,5.1190554108,4.7209890269,10.6361893022,9.1219806249,1.0179232646,0,1,-1,0,0
1035,76,F,2,2,1,0.6971081473,0.9135884038,4.2157572803,4.6796932897,10.7341499252,9.3763219624,0.9135884038,1,1,1,0,1
1036,76,M,2,2,1,0.6935656518,1.051230046,5.0208101973,4.2787881297,10.7293850868,9.153981107,1.051230046,1,0,0,0,0
1048,77,M,8,8,1,0.7072663823,1.0161666646,5.4874741901,5.0501552148,12.010576341,10.3395471068,1.0161666646,0,-1,0,0,0
1049,77,M,8,8,1,0.766281791,1.0159801686,5.52386831230904,5.24905416835364,12.3760963631672,9.7907446148917,1.0922660762756,0,0,0,1,1
1050,77,M,8,8,1,0.8080626738,0.9693760819,4.96118373270904,5.08309579365365,12.5285734191672,10.0195564360917,1.0456619895756,-1,-1,0,1,0
1051,77,F,8,8,1,0.6795423724,1.0440452995,5.1612422904,4.8738151933,12.1603249273,10.0697526369,1.0440452995,0,-1,0,0,0
1052,75,F,8,8,1,0.677573582,0.9743617633,5.3244723251,4.6013430117,11.2907705342,9.9032952192,0.9743617633,-1,0,-1,0,1
1053,75,M,8,8,1,0.7104708465,1.1414912828,5.5157479808,5.0680753351,11.4090654378,9.8352957656,1.1414912828,0,1,-1,0,1
1054,75,F,8,8,1,0.8034169686,1.0408837552,5.3812177275,4.9351328159,11.9620596323,9.8699280373,1.0408837552,1,1,-1,0,1
1055,75,F,8,8,1,0.576514397,0.9990960184,4.9123203986,4.5656139463,11.1920727893,8.8819674532,0.9990960184,-1,0,-1,0,1
1056,75,M,8,8,1,0.8211197986,1.0146690575,5.5886818257,5.3540848265,12.2593053258,10.2607743385,1.0146690575,-1,1,-1,0,1
1057,75,F,8,8,1,0.7329384327,0.9966422474,5.0730016284,4.8700673024,11.1342970448,9.3512281867,0.9966422474,0,0,-1,0,1
1058,75,M,8,8,1,0.8197839678,1.2953856765,4.8690930509,5.3921256737,11.7886011841,9.3771594609,1.2953856765,0,1,-1,0,1
1059,75,M,8,8,1,0.526394365,1.141858782,5.7920603376,5.0013436948,11.6093099486,9.8967949414,1.141858782,-1,0,-1,0,1
1060,77,M,8,8,1,0.6812217584,1.1419488243,5.7234494267,4.9750947554,13.0230194536,10.8531095402,1.1419488243,-1,-1,1,0,1
1061,77,F,8,8,1,0.7643384173,0.9867898743,5.15315152750904,5.45220871875365,13.3875318038672,10.3070714222917,1.0630757819756,0,0,0,1,1
1062,77,F,8,8,1,0.7940497489,1.2049432927,5.6455886139,5.6670504347,13.4811403143,10.4038128433,1.2049432927,0,-1,1,0,0
1063,77,M,8,8,1,0.6769927997,0.8803606119,5.83002537519096,4.65874099164635,11.2600548152328,9.1932135571083,0.804074704224397,0,0,0,-1,1
1064,79,M,7,6,1,0.5556767748,1.0367582448,4.8655750674,4.4699807571,10.4229666443,9.025103179,1.0367582448,0,-1,0,0,1
1065,79,F,7,6,1,0.5458992912,1.0255855389,5.9896218553,4.936577947,11.2971795989,9.4952866217,1.0255855389,0,0,0,0,1
1066,79,M,7,6,1,0.6152066339,1.0499190964,5.8766658563,5.1682618972,11.3612436344,9.8063465677,1.0499190964,0,-1,1,0,1
1067,73,F,6,6,1,0.6152414792,0.8028058078,5.1417264964,4.5485824726,10.7940204084,8.8723229157,0.8028058078,1,1,0,0,-1
1068,73,F,6,6,1,0.6551247684,0.9942338156,5.1623789115,4.7528989444,11.4237571369,9.7821374765,0.9942338156,0,1,0,0,-1
1069,73,F,6,6,1,0.4108482122,0.9284008903,4.9155775582,4.2174797639,10.3309046392,9.0128969865,0.9284008903,1,1,0,0,1
1070,73,F,6,7,1,0.690834119,1.0668403567,5.0659939646,5.2772774376,12.3396499254,9.6344212031,1.0668403567,1,0,0,0,-1
1071,73,M,6,7,1,0.7153361835,1.0815014378,5.8167764121,4.8724480932,11.5295763487,10.7720482736,1.0815014378,1,0,0,0,0
1072,73,M,6,7,1,0.6195531163,0.8978840257,5.68211919,4.8941673091,12.0571077597,9.8355812893,0.8978840257,1,0,0,0,1
1073,79,F,7,7,1,0.5545201559,1.0795123402,5.0344793817,4.5809913664,10.969774943,9.6121607012,1.0795123402,0,-1,0,0,0
1074,79,F,7,7,1,0.5053081894,0.8833931118,4.8602680951,4.5673901905,10.7010946333,9.4437699366,0.8833931118,1,-1,1,0,1
1075,79,M,7,7,1,0.6867109774,1.065821991,5.23428664979096,5.09734684894635,10.5379214318328,9.8307114380083,0.989536083324397,1,1,0,-1,0
1076,79,F,7,7,1,0.4908413335,0.9807539965,5.4005546434,4.5541191536,10.9462618173,9.6532449454,0.9807539965,0,0,0,0,0
1077,92,M,6,6,1,0.7314703212,1.0745129243,5.41048523710904,6.19803615025365,12.6665917832672,10.5807809292917,1.1507988319756,-1,0,0,1,-1
1078,92,M,6,6,1,0.6697728221,0.9929232838,5.10232551649096,5.07531530654635,10.8558693845328,9.8019369246083,0.916637376124397,0,0,0,-1,1
1079,92,M,6,6,1,0.6548668539,1.2181105219,6.18569997729096,6.18050139344636,13.0568542067328,10.8289264129083,1.1418246142244,0,-1,0,-1,0
1080,92,F,6,6,1,0.6029037979,1.1190301396,5.3981647982,4.9220407346,11.4997744014,10.2386667271,1.1190301396,0,0,0,0,0
1081,92,M,6,6,1,0.8778042856,1.1597638075,6.0823138337,5.598382172,12.7611316011,10.9991439846,1.1597638075,-1,-1,0,0,-1
1082,67,M,7,6,1,0.5699119939,1.0522808415,6.2563790288,5.0419813314,11.9298950487,10.1542677361,1.0522808415,1,0,1,0,1
1083,67,M,7,7,1,0.468535225,0.9177969049,5.5481553494,4.6682622231,11.3879248505,9.7675034412,0.9177969049,0,0,1,0,1
1084,67,M,7,7,1,0.6123105205,0.8929803638,5.4756923128,4.9105281678,10.7780325389,9.1090884269,0.8929803638,1,-1,1,0,1
1085,67,F,7,7,1,0.5719403576,1.0695961088,4.9023921232,4.6878039366,11.1550736612,9.0098599098,1.0695961088,1,0,1,0,1
1086,67,F,7,7,1,0.6052181685,1.0621424209,5.4849393635,5.0633390535,12.2780999027,9.9279260833,1.0621424209,0,-1,1,0,1
1088,67,M,7,7,1,0.5284606128,0.9695861332,5.64248381990904,4.86331307925365,11.5663674323672,9.5940874622917,1.0458720408756,0,0,0,1,1
1089,92,M,6,7,1,0.7058637672,1.2061111339,5.1169932964,5.8411447869,12.8112852991,11.2705835841,1.2061111339,0,-1,0,0,0
1090,74,F,8,9,1,0.7030321407,1.0398234473,4.5461547554,4.9483783091,11.3759751822,9.1573844989,1.0398234473,0,0,0,0,0
1091,74,M,8,9,1,0.6843250336,1.1049776109,5.83305894829096,5.03704608924635,11.3935085162328,10.3544052382083,1.0286917032244,0,0,0,-1,0
1092,74,M,8,9,1,0.6806174066,1.0741057721,5.08262611709096,5.25841635374635,11.3912705229328,9.7982211655083,0.997819864424397,0,0,0,-1,0
1093,74,M,8,9,1,0.7146876277,1.2689850319,5.0665611719,5.1926532996,11.8740131332,10.3110962078,1.2689850319,0,0,0,0,-1
1094,62,F,9,9,1,0.5167285336,1.0957365095,5.45589557339096,4.74925480944635,10.6229729422328,9.2128922725083,1.0194506018244,-1,0,-1,-1,0
1095,62,M,9,9,1,0.5475578076,0.8715456869,5.5433612859,4.6932673496,11.0147520115,9.650846104,0.8715456869,0,0,-1,0,0
1096,62,F,9,9,1,0.6049466114,0.9362338243,4.7648026702,4.4747018914,11.2497734784,9.0435792845,0.9362338243,0,0,0,0,0
1097,62,M,9,9,1,0.5230407358,0.9349561215,5.6090896077,4.7646107338,10.8791254044,9.551579129,0.9349561215,-1,0,-1,0,0
1098,62,F,9,9,1,0.5154769409,1.0373932707,4.78139513000904,4.59663813035365,11.3483915631672,9.8287543476917,1.1136791783756,-1,0,0,1,0
1099,62,M,9,8,1,0.4695808031,1.0410645579,5.32702313730904,4.66766240445365,11.1254213656672,9.7629424642917,1.1173504655756,1,0,-1,1,0
1100,62,M,9,8,1,0.4830082381,0.9014674539,4.76465763069096,4.14305730484636,9.39397602243281,9.0725763720083,0.825181546224397,0,0,0,-1,0
1101,62,M,9,8,1,0.6089438426,0.9414634685,5.45391219889096,4.51304499504635,10.8060003136328,9.2490962441083,0.865177560824397,-1,0,0,-1,0
1102,62,M,9,8,1,0.5221564821,1.0696839352,6.59489024580904,4.50703188505365,10.5866410221672,9.8095210162917,1.1459698428756,-1,0,0,1,0
1103,74,M,8,8,1,0.7966579844,1.0259559105,5.8163194246,5.052033741,11.2738037132,9.8229143705,1.0259559105,0,0,0,0,1
