ID,FAMILY,SEX,LSB,LSW,COHORT,area1,area6,area2,area3,area4,area5,area7
587,8,F,9,8,1,0.5234395384,0.8362480288,4.61712269366579,4.6971211057114,11.4974827105108,9.3133065346,5.2653802003
588,8,M,9,9,1,0.4949729619,0.9388018699,5.2098484234,5.3789982212,11.8780563171,9.4137738784,5.8971976147
589,8,F,9,9,1,0.4422474109,0.9502623653,4.86168202616579,4.9599119368114,11.5250645700108,9.5369436119,5.8672814077
590,7,M,8,9,1,0.5884058136,0.9169843807,6.43921969896336,5.20311382263315,11.6402097385318,10.3833088647578,5.71536675448775
591,8,F,9,9,1,0.5122022497,1.0325681754,5.38184332572915,5.12350794744455,12.0557169867426,10.1811064839382,6.28948425673409
592,7,F,8,9,1,0.559463205,0.8968291069,4.8854256811,4.3448479869,10.956577222,9.0772058162,5.2215996568
593,8,M,9,9,1,0.5998977575,1.0996785344,5.54452420836336,5.42231900213315,11.9827347020318,10.0358195745382,6.34384834053409
594,8,F,9,9,1,0.6436777334,0.9548561435,5.05272882982915,4.31904714514455,10.7633991375426,9.40846049093825,5.85083898073409
595,7,F,8,9,1,0.5419515319,0.9202361752,5.26541806532915,5.15287327744455,12.3980668046426,9.80881639343825,5.41194155063409
596,7,M,8,9,1,0.5093611854,0.9543452168,5.9781778715,5.0099236674,11.9515822964,9.89844845101957,5.68683987875366
597,34,F,12,12,1,0.652962274,0.9893241188,5.19952097893664,4.63818240086685,10.7504993924682,9.71431561598132,5.59667068571957
598,34,M,12,12,1,0.5079507902,1.051265021,5.03512715183421,4.5587956856886,9.77152185208922,9.02555846538043,5.28548850904634
599,39,F,10,12,1,0.574444032,1.1353758619,5.37637384892915,5.47797657144455,12.5380237326426,10.4218510409383,5.65077423263409
600,39,M,10,12,1,0.5777538342,1.0882457457,5.28328221346579,5.0250051737114,12.2807540901108,10.1594091556,6.5628254255
601,39,F,10,12,1,0.5066296629,0.9210644947,4.55477637166579,5.0499756471114,11.8708425448108,9.4214965768,5.5245506122
602,34,M,12,12,1,0.4971463308,0.9619766769,5.31670612753664,4.55410671036685,10.2983951138682,9.24315227666175,5.26353151486591
603,39,F,10,12,1,0.4757003729,1.0781956819,5.24382300126579,5.0025452841114,11.4433388356108,9.4888630804,5.6930680478
604,39,M,10,12,1,0.5671634194,1.2145542497,5.76643308490242,4.88453605517825,11.830433867979,9.53675525746175,5.57411634666591
605,34,F,12,12,1,0.7327427085,1.2091528274,5.53287688049758,5.23046882782175,11.301403392521,10.2912532672382,5.97005630083409
606,34,F,12,12,1,0.6311479202,1.1393791287,4.57376060947085,4.14139382105545,10.2226093974574,9.46195280834218,5.25236032341225
607,34,M,12,12,1,0.5114901835,1.0220793655,4.72416912333421,4.3634566100886,10.2990646475892,8.86637543168043,5.32371360304634
608,34,M,12,12,1,0.4737555192,0.9441098439,4.97323255699757,4.61565326822175,10.265881132421,9.73144265545782,5.62041013348775
609,34,F,12,10,1,0.5897147465,0.8214382881,4.15182425127085,3.96340489395545,8.84776730915741,8.60944050776175,4.90677681086591
610,34,F,12,10,1,0.5137804836,1.0868664749,4.57530628019757,4.56291346822175,10.922615625721,10.1192095169578,5.65378656398775
611,34,F,12,10,1,0.6954683029,0.9688776202,4.2798726368,4.4246529943,10.7886327138,9.54764075771957,5.50830680405366
612,39,F,10,10,1,0.6522955243,1.0694262594,4.57443259710243,4.75643372597825,11.427576406279,9.96090728036175,5.33696441786591
613,34,F,12,10,1,0.6823918168,0.9132172011,4.71594778869757,4.17689628992175,10.519932809421,9.17458240933825,5.47343490703409
614,39,M,10,10,1,0.6206957874,0.9399956278,5.45505834716579,4.9964189685114,11.6990867051108,9.9078741817,5.4264415617
615,39,F,10,10,1,0.6561837374,1.1852100781,5.78285131552915,5.02847453864455,12.6268077385426,10.3669847467383,5.57959306673409
616,39,M,10,10,1,0.4550738408,1.1205861067,5.37372149516579,5.1996370405114,11.7351295321108,9.7353557183,5.5982127104
617,39,F,10,10,1,0.6531956567,1.1710435011,5.25789989776579,4.8752129661114,12.7107061467108,10.0642084568,6.0900082635
618,34,M,12,10,1,0.5520960944,0.7206911375,4.22516484263421,3.9298317975886,9.36497910678922,8.9849834374,5.1065895375
619,22,F,12,9,1,0.4926595424,0.825046038,5.01076377846336,5.02812274703315,11.9431854282318,10.0787323410578,5.55244367038775
620,22,F,12,9,1,0.5059384104,1.0718509634,5.28393356976579,4.7724040370114,10.6556799674108,9.57388143041957,5.52890064035366
621,37,F,9,9,1,0.5747429663,0.9641898999,4.4076096493,4.5560432505,11.0101297584,8.5702161085,5.2272876185
622,22,F,12,9,1,0.6052398104,0.8628640409,4.92628454326336,4.66145582663315,10.7140662950318,9.54486265203825,5.48119370023409
623,37,F,9,9,1,0.517606582,1.0661055299,4.7232947228,4.9362849579,11.6595726676,9.93912810201957,5.86914331665366
624,22,M,12,9,1,0.5185029987,0.9872486278,6.00905158399758,5.69580328502175,12.367598648721,10.0212764540578,6.15169792848775
625,37,F,9,9,1,0.6083886134,1.0541831984,4.4573584269,4.6233007755,11.8722528131,9.1983153547,5.9627013188
626,22,M,12,9,1,0.5802140066,0.9987582398,5.97378381416336,5.07675660043315,11.3573826619318,10.0830165990382,5.79763696993409
627,37,F,9,9,1,0.7111237828,1.1816780249,4.90564038369758,5.18101952382175,12.799429772521,10.6636364026383,6.17123113263409
628,37,M,9,12,1,0.4490485911,1.011161155,5.367044726,4.5834569729,10.6363837636,9.2279361238,5.355112512
629,37,F,9,12,1,0.4451625132,1.046877497,5.0274303194,4.6799792067,11.0407269118,9.69375161128043,5.31058249104634
630,22,M,12,12,1,0.5363580002,0.9136020612,5.7978481996,4.4595652334,10.9099208106,9.7996743671,5.6614726728
631,22,M,12,12,1,0.5622904405,0.9083739179,5.635613173,4.7707098544,10.5017024991,9.346441476,5.4546363073
632,22,F,12,12,1,0.5104703258,1.0083841943,4.86690438646336,5.39011114543315,11.3819545744318,9.63292260375782,5.83411551028775
633,37,M,9,12,1,0.6078544027,0.9322875731,4.68779000423421,5.1987777211886,11.5733552315892,10.2117383638196,5.75683555135366
634,22,F,12,12,1,0.3587081604,0.9725402887,4.50630572933421,4.6161613293886,9.20835519158922,8.80381343791957,4.92235822935366
635,22,M,12,12,1,0.5019496005,0.8384549228,6.17806582049757,4.84497947582175,11.058445810921,9.61718877995782,5.49293383378775
636,22,M,12,12,1,0.4874141776,0.9276912836,5.6061368858,5.2768048789,11.2780271931,9.94078395341957,5.43332505845366
637,37,M,9,12,1,0.533853989,0.9853373952,4.77776484603421,4.8596310644886,10.9799067402892,9.10887767668043,5.30916793554634
638,22,F,12,12,1,0.3159229483,0.8130248149,5.1425709852,4.4468481623,9.4441641772,8.4495319554,4.830517994
639,22,F,12,12,1,0.5394436747,1.0248315656,4.97877980613421,4.6578058731886,10.1343887762892,9.2193925154,5.4304024615
640,1,M,10,10,1,0.5657914749,0.8709349485,5.6664420517,4.6532233246,10.4661144137,9.1294170036,5.2696882378
641,1,F,10,10,1,0.4324868885,0.9831070755,5.3390223364,4.7055784091,10.9347706175,9.7596510946,5.6635160403
642,1,M,10,10,1,0.4683411688,0.9514662915,6.19412035726579,4.6586227011114,10.5504216066108,9.0597129139,5.0926589852
643,4,M,11,10,1,0.3867954246,0.9988694013,6.0240199327,5.0479589041,11.7174248888,9.8251715026,6.2507045027
644,4,F,11,10,1,0.423452981,0.9070329325,5.44192719080243,4.86561095007825,11.553686845979,9.30923283236175,5.72263253496591
645,4,F,11,10,1,0.5927450196,1.1167250551,5.48670572049758,5.54111405022175,12.744891576621,11.4109670438578,6.48808332038775
646,4,F,11,10,1,0.6149409653,1.0399893243,4.85186446563664,5.70433373196685,12.1465317537682,10.3848587329813,6.48995902291957
647,1,F,10,10,1,0.373202283,1.0319387445,5.07660502166579,4.8574523455114,10.8295296927108,9.2713283286,5.2996559005
648,4,F,11,10,1,0.4931061732,1.2321020707,6.1985674523,5.3829201849,12.3299082307,10.6740448744,6.2455658258
649,1,F,10,10,1,0.5450905231,0.7917209399,4.93277834906579,4.5872780533114,10.4790741860108,8.9905290179,5.0555638705
650,1,M,10,11,1,0.4819262292,0.9464228225,5.75139988686579,5.0555226412114,11.0169701269108,9.7005458235,5.4073460139
651,4,F,11,11,1,0.548530207,1.1460163124,5.28931402333421,4.8333854858886,12.1972018230892,11.3364411859196,6.26037022875366
652,1,M,10,11,1,0.5967422092,1.0122683617,5.3796611038,4.6643400712,10.5520021482,9.2666627807,5.6961092566
653,1,M,10,11,1,0.5666919675,1.0191017767,6.05590176266579,5.1965674026114,11.2112880326108,9.5743471229,5.6937063294
654,4,M,11,11,1,0.6526253874,1.1006585192,5.83060084876336,5.69864361793315,12.7356183437318,10.8330305044578,6.63704369448775
655,1,M,10,11,1,0.5605229677,0.9178379499,5.21935453156579,4.5358159889114,10.5731514264108,8.9443753837,5.4883843359
656,4,M,11,11,1,0.4949231472,1.1551770665,6.03606063206579,6.3676801291114,12.4055383086108,9.8233856889,6.5128548124
657,4,F,11,11,1,0.4563150344,1.0342478038,4.9299044673,4.7221435663,11.4579604667,9.573588447,5.7406936841
658,4,F,11,11,1,0.4988354206,1.1916509147,5.02252150877085,4.38499986035545,11.5221133932574,9.96662609918132,6.37726877531957
659,4,F,11,11,1,0.6116318436,1.2927710635,5.81661770763664,5.48445919516685,13.1058678787682,10.9369330459617,6.67454678476591
660,1,M,10,11,1,0.5081078575,0.7787415176,4.6048600981,4.3126603478,10.023600797,8.6800905463,4.8048756588
661,13,M,8,8,1,0.4036371551,1.0127373991,5.82950869332915,5.59005571194455,11.9835997948426,9.94342803341868,5.58441372368043
662,13,M,8,8,1,0.5833835514,1.0909118782,6.3661931197,5.0467704154,11.3238355459,10.1873561296804,6.08103711754634
663,13,M,8,8,1,0.5040385239,1.0563282998,6.16237577560242,5.13350348757825,11.597317529679,9.90136602114218,6.10025302651225
664,2,F,10,8,1,0.4046334631,0.8601367776,4.5330647774,5.0569726062,11.3047926902,9.43046978738043,4.79426727574634
666,2,F,10,8,1,0.4954345134,1.0147496536,4.8355246712,4.4849741044,10.9585239444,9.46456493468043,5.55333801124634
667,2,M,10,8,1,0.5003407374,0.7018875971,4.8027100646,4.3630911363,10.263801696,8.78697320448043,4.74106753714634
668,2,F,10,8,1,0.5372643693,1.0229758509,5.25669944536336,4.72671238373315,10.8496014698318,9.01797108931868,5.31615013628043
669,13,M,8,10,1,0.4267798507,1.019844758,5.41044946093664,5.04561684376685,11.4910850679682,10.1803392459618,5.59883865566591
670,13,F,8,10,1,0.2729605297,1.0673024387,4.81690037013664,4.78646792666685,10.9367359201682,9.58009896794218,5.27959943781225
671,2,F,10,10,1,0.7105910943,0.9158324117,4.51083212933664,4.07530742616685,10.1912417528682,9.39582370314218,5.31591509571225
672,13,M,8,10,1,0.5591332947,1.0025060502,6.0727865978,4.9545154539,11.2497327762,10.089076839,5.9439174511
673,2,M,10,10,1,0.5134571235,0.8257160759,4.93983639556336,4.10815355993315,9.73769869373181,8.72599008871868,5.28333006068043
674,13,F,8,10,1,0.4865248239,0.9722302826,6.3533266185,4.5995289835,10.6715811289,10.0197680659804,5.53101530024634
675,2,M,10,10,1,0.5182905636,0.8025167564,5.33140116006336,4.75581049083315,11.2284190455318,9.78378568861868,5.87538360488043
676,2,M,10,10,1,0.5546538041,0.8842480719,5.2290504464,4.584299071,11.3321294163,9.75490552518043,5.36584761664634
677,2,M,10,10,1,0.3992233604,0.7304182266,4.55397625973664,4.03416954886685,9.31313425716819,8.48153398694218,4.81142074171225
678,2,M,10,10,1,0.4334748968,0.984675307,4.87290926593664,4.38956776226685,10.5787847895682,8.80800447214218,5.37740799651225
679,28,F,6,6,1,0.5753944664,1.1677582845,5.644547422,5.3422302361,11.7529747433,10.4435943972,6.2030815208
680,28,M,6,6,1,0.5750168832,1.1626701233,6.50639526003664,5.01151116896685,11.3307641991682,10.5158209939617,6.15285328626591
681,41,M,7,6,1,0.4447581553,0.9879337652,5.40849403613421,4.9561527693886,10.6109905838892,9.4196513347,5.8368647369
682,41,M,7,6,1,0.4991759131,1.0526156832,5.21029823153421,4.5932457868886,11.2163403492892,10.1152331619,5.8381029345
683,28,M,6,6,1,0.6570179273,1.0215374824,5.7799878864,4.9129340146,12.0613106549,10.4869322667804,6.01816996604634
684,41,F,7,6,1,0.4967966359,0.9883719979,5.16668997076336,4.98019526893315,11.8339601034318,9.43056517843825,5.82013969813409
685,28,F,6,7,1,0.4869124265,0.9899689041,5.10411089633664,4.55558147116685,10.5514573146682,9.59598993136175,5.64258839826591
686,28,M,6,7,1,0.4557021155,0.859931142,5.81859985093664,4.57897324776685,10.1237822604682,9.28272858294218,5.64653203291225
687,28,M,6,7,1,0.6095353983,0.9916104364,5.34817059433664,5.30331450116685,11.5975540923682,10.0664351400618,5.64160592276591
688,41,M,7,7,1,0.6653524397,1.005745016,5.0599590703,5.1110482167,11.432236668,9.4653015916,5.8549137099
689,41,M,7,7,1,0.4407060291,1.0113552922,5.17722765006336,5.35919972583315,11.8545353461318,10.0936092876382,5.94478816093409
690,41,F,7,7,1,0.5111505658,0.938243131,4.5601438098,5.0658511025,11.3513708393,9.1929008557,5.5357428744
691,41,M,7,7,1,0.4963039222,1.0482081293,4.1487137627,5.200353437,11.5594266656,9.83908844,5.5400049156
692,26,M,4,4,1,0.5710967174,1.0011567285,5.20024992783421,5.2672649225886,11.8654480901892,9.76221702168043,5.62961033474634
694,26,F,4,4,1,0.4261813878,1.0230132447,5.85345059493421,4.7100921196886,10.8706207899892,9.2012945385,5.4702441793
695,26,M,4,4,1,0.6035116654,0.9970071057,6.10819437239758,5.26297034412175,12.195530259121,10.2283352232187,6.15232664068043
699,9,F,5,6,1,0.7935643919,1.1827709525,5.62254414783421,5.5893919625886,13.0756903272892,10.9317409864804,6.31876420344634
702,9,M,5,5,1,0.6001083745,1.0401862167,5.45143298367085,4.66551691125545,11.0297398987574,10.1045234695617,5.82833560786591
706,9,M,5,5,1,0.6376247903,0.9796372318,4.72156789423664,5.26334216786685,11.9679611808682,10.1228619960422,5.92602236931225
707,17,M,10,9,1,0.7397078665,1.0117377173,5.03886815823664,5.18905754626685,12.3154748739682,10.2388448332813,6.14843532671957
708,16,M,9,9,1,0.6475012385,1.0806622457,7.1205637322,4.9980172953,11.8566235531,10.2962609821196,6.33592345585366
709,16,F,9,9,1,0.6180697138,1.0220898743,5.66830745792915,5.19276751474455,12.2954045464426,10.2108888497383,5.70726947813409
710,17,F,10,9,1,0.6967111111,1.1006581694,6.2536218459,5.2939058403,12.890301322,11.1411035774,6.3424731205
711,17,F,10,9,1,0.5738536507,1.0032203588,5.34329930189758,4.47657100342175,11.337229124921,9.92150289465782,6.30418555828775
712,16,M,9,9,1,0.5482347426,1.1964194701,7.06233662976336,5.26937907073315,12.5224496772318,10.6247401750578,6.80961945698775
713,16,M,9,9,1,0.4787595466,1.0308828756,5.3828392545,4.9620718023,11.5183982465,10.0789315565,6.0026903806
714,17,F,10,9,1,0.6506208656,1.1568083425,5.87562024366336,5.59725505823315,13.2216917550318,11.2856093978578,6.38732372498775
715,16,F,9,9,1,0.5552003327,1.0280816545,4.90737898876336,4.70494625273315,11.8655533754318,10.1225863376382,5.75284567913409
716,17,F,10,10,1,0.569535505,1.0373957561,5.2995000962,4.585739301,11.6985547576,9.5895788497,5.7310629304
717,16,M,9,10,1,0.5656850115,1.048259071,5.95315575799757,5.01897542482175,11.973428738021,10.3934562024382,6.45443515333409
718,17,M,10,10,1,0.7625018916,1.0462174943,5.55804539979758,5.08781107322175,12.145619389721,10.6928155746382,6.16282077403409
719,17,F,10,10,1,0.6089983015,1.1523987459,4.37477569783664,4.49149617346685,11.1408645184682,9.35907193846175,5.57101894636591
720,17,F,10,10,1,0.5070931568,0.9043435548,4.74567808153421,4.3523388229886,11.4071885785892,9.6120258801,5.8639417699
721,16,M,9,10,1,0.5853094832,0.8948505695,5.6634430535,4.8215703814,10.8392102562,9.6738494408,5.6611729109
722,16,F,9,10,1,0.6507595974,1.2321713552,6.15369472146336,5.30466079923315,12.1382809344318,10.3373930360578,6.16559356438775
723,17,F,10,10,1,0.7222072081,0.9342691082,4.87317925853664,4.10821084136685,10.9933726077682,8.96221254284218,5.20495543731225
724,16,M,9,10,1,0.5473654073,1.0157121704,5.48403905249758,4.85455491922175,11.346545620621,10.3799869955578,6.43589693788775
725,17,F,10,10,1,0.7155840916,1.1944079914,4.93292502993664,4.81280984606685,12.1012138679682,10.0695070036813,6.08883909671957
